mean,sd,maxv,minv,median,skew,kurtosis,q1,q3,mode,iqr,,,,Sex,Age
8.02E-18,0.288675135,0.499988719,-0.499988719,0,1.28E-16,-1.200000001,-0.249994359,0.249994359,-0.499988719,0.499988719,,,,Male,19
-1.20E-05,0.288675135,0.499976043,-0.5,-1.20E-05,6.73E-17,-1.200000001,-0.250005989,0.249982032,-0.5,0.499988022,,,,Male,23
1.87E-17,0.288675134,0.499979398,-0.499979398,0,0,-1.200000004,-0.249989699,0.249989699,-0.499979398,0.499979398,,,,Male,23
-1.69E-05,0.288675134,0.499966104,-0.5,-1.69E-05,2.70E-16,-1.200000003,-0.250008474,0.249974578,-0.5,0.499983052,,,,Male,23
-2.21E-05,0.288675134,0.499955826,-0.5,-2.21E-05,-1.70E-16,-1.200000005,-0.250011043,0.24996687,-0.5,0.499977913,,,,Male,23
-2.29E-05,0.288675134,0.499954145,-0.5,-2.29E-05,2.37E-16,-1.200000005,-0.250011464,0.249965609,-0.5,0.499977073,,,,Male,23
-1.13E-17,0.288675135,0.499987616,-0.499987616,0,3.66E-18,-1.200000001,-0.249993808,0.249993808,-0.499987616,0.499987616,,,,Female,18
-4.65E-18,0.288675135,0.499992555,-0.499992555,0,7.48E-17,-1.200000001,-0.249996278,0.249996278,-0.499992555,0.499992555,,,,Male,23
3.77E-18,0.288675134,0.499983401,-0.499983401,0,1.23E-17,-1.200000003,-0.249991701,0.249991701,-0.499983401,0.499983401,,,,Female,17
-1.76E-05,0.288675134,0.499964888,-0.5,-1.76E-05,-1.10E-16,-1.200000003,-0.250008778,0.249973666,-0.5,0.499982444,,,,Female,17
-9.97E-18,0.288675134,0.499986507,-0.499986507,0,8.52E-17,-1.200000002,-0.249993254,0.249993254,-0.499986507,0.499986507,,,,Female,17
-2.07E-05,0.288675134,0.499958661,-0.5,-2.07E-05,0,-1.200000004,-0.250010335,0.249968995,-0.5,0.49997933,,,,Female,17
-1.79E-05,0.288675134,0.499964281,-0.5,-1.79E-05,-2.76E-16,-1.200000003,-0.25000893,0.24997321,-0.5,0.49998214,,,,Female,17
-2.68E-17,0.288675135,0.49999092,-0.49999092,0,-6.70E-19,-1.200000001,-0.24999546,0.24999546,-0.49999092,0.49999092,,,,Female,26
-8.52E-06,0.288675135,0.499982953,-0.5,-8.52E-06,3.37E-16,-1.200000001,-0.250004262,0.249987215,-0.5,0.499991477,,,,Female,29
-1.50E-05,0.288675134,0.499970076,-0.5,-1.50E-05,1.52E-16,-1.200000002,-0.250007481,0.249977557,-0.5,0.499985038,,,,Female,18
1.43E-17,0.288675135,0.49999031,-0.49999031,0,-2.42E-17,-1.200000001,-0.249995155,0.249995155,-0.49999031,0.49999031,,,,Female,22
-1.62E-05,0.288675134,0.499967617,-0.5,-1.62E-05,-3.92E-16,-1.200000003,-0.250008096,0.249975712,-0.5,0.499983808,,,,Female,22
-1.02E-17,0.288675134,0.499987153,-0.499987153,0,-3.79E-18,-1.200000002,-0.249993577,0.249993577,-0.499987153,0.499987153,,,,Female,22
-1.40E-05,0.288675134,0.499972009,-0.5,-1.40E-05,4.49E-17,-1.200000002,-0.250006998,0.249979007,-0.5,0.499986005,,,,Female,22
-1.26E-05,0.288675135,0.499974745,-0.5,-1.26E-05,-3.02E-16,-1.200000002,-0.250006314,0.249981059,-0.5,0.499987372,,,,Female,22
-1.07E-05,0.288675135,0.499978536,-0.5,-1.07E-05,-2.77E-16,-1.200000001,-0.250005366,0.249983902,-0.5,0.499989268,,,,Female,20
1.20E-17,0.288675135,0.499988873,-0.499988873,0,-8.02E-17,-1.200000001,-0.249994436,0.249994436,-0.499988873,0.499988873,,,,Female,25
-8.16E-06,0.288675135,0.49998367,-0.5,-8.16E-06,-4.53E-16,-1.200000001,-0.250004082,0.249987753,-0.5,0.499991835,,,,Female,21
-1.40E-05,0.288675134,0.499972098,-0.5,-1.40E-05,1.25E-16,-1.200000002,-0.250006975,0.249979074,-0.5,0.499986049,,,,Female,21
-1.01E-05,0.288675135,0.499979777,-0.5,-1.01E-05,-1.33E-16,-1.200000001,-0.250005056,0.249984833,-0.5,0.499989888,,,,Female,21
-2.06E-18,0.288675134,0.499985525,-0.499985525,0,1.37E-17,-1.200000002,-0.249992763,0.249992763,-0.499985525,0.499985525,,,,Female,21
-1.17E-17,0.288675134,0.499984968,-0.499984968,0,-8.42E-17,-1.200000002,-0.249992484,0.249992484,-0.499984968,0.499984968,,,,Female,21
-8.79E-18,0.288675135,0.499988954,-0.499988954,0,5.41E-17,-1.200000001,-0.249994477,0.249994477,-0.499988954,0.499988954,,,,Male,22
1.39E-17,0.288675135,0.499991871,-0.499991871,0,-4.91E-18,-1.200000001,-0.249995936,0.249995936,-0.499991871,0.499991871,,,,Male,20
-8.23E-06,0.288675135,0.499983534,-0.5,-8.23E-06,-1.68E-16,-1.200000001,-0.250004117,0.24998765,-0.5,0.499991767,,,,Female,28
7.21E-18,0.288675135,0.499989437,-0.499989437,0,3.28E-17,-1.200000001,-0.249994718,0.249994718,-0.499989437,0.499989437,,,,Female,17
-2.02E-05,0.288675134,0.499959544,-0.5,-2.02E-05,1.36E-16,-1.200000004,-0.250010114,0.249969658,-0.5,0.499979772,,,,Female,17
-1.31E-05,0.288675134,0.499973755,-0.5,-1.31E-05,1.18E-16,-1.200000002,-0.250006561,0.249980316,-0.5,0.499986877,,,,Female,17
-1.95E-05,0.288675134,0.499960998,-0.5,-1.95E-05,4.30E-17,-1.200000004,-0.25000975,0.249970749,-0.5,0.499980499,,,,Female,17
2.11E-17,0.288675134,0.499981007,-0.499981007,0,-2.10E-17,-1.200000003,-0.249990503,0.249990503,-0.499981007,0.499981007,,,,Female,17
3.78E-18,0.288675134,0.49998524,-0.49998524,0,-2.99E-17,-1.200000002,-0.24999262,0.24999262,-0.49998524,0.49998524,,,,Male,16
-7.64E-06,0.288675135,0.499984711,-0.5,-7.64E-06,-4.80E-18,-1.200000001,-0.250003822,0.249988533,-0.5,0.499992355,,,,Female,57
-1.06E-05,0.288675135,0.499978811,-0.5,-1.06E-05,1.12E-16,-1.200000001,-0.250005297,0.249984108,-0.5,0.499989405,,,,Female,19
0,0.288675134,0.499982265,-0.499982265,0,-3.83E-17,-1.200000003,-0.249991133,0.249991133,-0.499982265,0.499982265,,,,Female,19
-1.23E-05,0.288675135,0.499975339,-0.5,-1.23E-05,-4.01E-16,-1.200000001,-0.250006165,0.249981504,-0.5,0.49998767,,,,Female,19
-1.63E-05,0.288675134,0.499967416,-0.5,-1.63E-05,-5.05E-17,-1.200000003,-0.250008146,0.249975562,-0.5,0.499983708,,,,Female,19
-1.82E-05,0.288675134,0.499963663,-0.5,-1.82E-05,-1.38E-16,-1.200000003,-0.250009084,0.249972747,-0.5,0.499981831,,,,Female,19
1.25E-18,0.288675135,0.499990251,-0.499990251,0,-1.07E-16,-1.200000001,-0.249995125,0.249995125,-0.499990251,0.499990251,,,,Male,21
-1.22E-17,0.288675134,0.499986607,-0.499986607,0,3.81E-17,-1.200000002,-0.249993304,0.249993304,-0.499986607,0.499986607,,,,Male,19
-1.92E-18,0.288675134,0.499984957,-0.499984957,0,-1.54E-17,-1.200000002,-0.249992479,0.249992479,-0.499984957,0.499984957,,,,Female,21
-4.92E-18,0.288675134,0.499978373,-0.499978373,0,-6.39E-17,-1.200000004,-0.249989186,0.249989186,-0.499978373,0.499978373,,,,Female,21
8.00E-18,0.288675134,0.499982406,-0.499982406,0,1.62E-17,-1.200000003,-0.249991203,0.249991203,-0.499982406,0.499982406,,,,Female,21
1.08E-17,0.288675134,0.49998102,-0.49998102,0,3.17E-17,-1.200000003,-0.24999051,0.24999051,-0.49998102,0.49998102,,,,Female,21
-7.61E-18,0.288675134,0.499983255,-0.499983255,0,0,-1.200000003,-0.249991627,0.249991627,-0.499983255,0.499983255,,,,Female,21
-1.46E-17,0.288675135,0.499992678,-0.499992678,0,2.16E-17,-1.200000001,-0.249996339,0.249996339,-0.499992678,0.499992678,,,,Female,20
-9.90E-18,0.288675135,0.499989118,-0.499989118,0,6.25E-17,-1.200000001,-0.249994559,0.249994559,-0.499989118,0.499989118,,,,Male,24
-1.16E-05,0.288675135,0.499976777,-0.5,-1.16E-05,-3.66E-17,-1.200000001,-0.250005806,0.249982582,-0.5,0.499988388,,,,Male,17
-9.75E-06,0.288675135,0.499980495,-0.5,-9.75E-06,-7.57E-17,-1.200000001,-0.250004876,0.249985372,-0.5,0.499990248,,,,Female,23
8.45E-18,0.288675135,0.49999151,-0.49999151,0,-9.97E-18,-1.200000001,-0.249995755,0.249995755,-0.49999151,0.49999151,,,,Male,18
-1.02E-05,0.288675135,0.499979659,-0.5,-1.02E-05,-1.56E-17,-1.200000001,-0.250005085,0.249984744,-0.5,0.49998983,,,,Female,16
-1.69E-05,0.288675134,0.499966294,-0.5,-1.69E-05,1.69E-16,-1.200000003,-0.250008427,0.24997472,-0.5,0.499983147,,,,Female,16
0,0.288675135,0.499987327,-0.499987327,0,-3.74E-18,-1.200000002,-0.249993664,0.249993664,-0.499987327,0.499987327,,,,Female,16
-2.08E-17,0.288675134,0.499985939,-0.499985939,0,1.18E-16,-1.200000002,-0.249992969,0.249992969,-0.499985939,0.499985939,,,,Female,16
8.80E-18,0.288675134,0.49998508,-0.49998508,0,8.29E-17,-1.200000002,-0.24999254,0.24999254,-0.49998508,0.49998508,,,,Female,16
-7.73E-06,0.288675135,0.499984549,-0.5,-7.73E-06,7.64E-17,-1.200000001,-0.250003863,0.249988412,-0.5,0.499992274,,,,Male,28
-1.32E-17,0.288675135,0.499988915,-0.499988915,0,1.49E-16,-1.200000001,-0.249994457,0.249994457,-0.499988915,0.499988915,,,,Male,18
-1.35E-05,0.288675134,0.499972955,-0.5,-1.35E-05,5.47E-17,-1.200000002,-0.250006761,0.249979717,-0.5,0.499986478,,,,Female,19
-7.42E-06,0.288675135,0.499985162,-0.5,-7.42E-06,-1.14E-17,-1.200000001,-0.250003709,0.249988872,-0.5,0.499992581,,,,Male,24
-1.51E-17,0.288675134,0.499986762,-0.499986762,0,4.11E-17,-1.200000002,-0.249993381,0.249993381,-0.499986762,0.499986762,,,,Female,17
-1.64E-05,0.288675134,0.499967258,-0.5,-1.64E-05,8.22E-17,-1.200000003,-0.250008185,0.249975444,-0.5,0.499983629,,,,Female,17
-1.24E-05,0.288675135,0.499975218,-0.5,-1.24E-05,5.49E-18,-1.200000001,-0.250006195,0.249981414,-0.5,0.499987609,,,,Female,17
-1.28E-05,0.288675134,0.499974355,-0.5,-1.28E-05,5.49E-17,-1.200000002,-0.250006411,0.249980766,-0.5,0.499987178,,,,Female,17
-1.34E-05,0.288675134,0.499973172,-0.5,-1.34E-05,-5.75E-17,-1.200000002,-0.250006707,0.249979879,-0.5,0.499986586,,,,Female,17
-7.95E-18,0.288675135,0.499988218,-0.499988218,0,1.18E-17,-1.200000001,-0.249994109,0.249994109,-0.499988218,0.499988218,,,,Male,21
-7.51E-18,0.288675134,0.499983492,-0.499983492,0,-8.29E-17,-1.200000003,-0.249991746,0.249991746,-0.499983492,0.499983492,,,,Male,21
-6.80E-18,0.288675134,0.499985508,-0.499985508,0,2.09E-17,-1.200000002,-0.249992754,0.249992754,-0.499985508,0.499985508,,,,Male,21
-1.93E-05,0.288675134,0.499961408,-0.5,-1.93E-05,-1.26E-16,-1.200000004,-0.250009648,0.249971056,-0.5,0.499980704,,,,Male,21
-1.41E-17,0.288675134,0.499981579,-0.499981579,0,7.35E-17,-1.200000003,-0.24999079,0.24999079,-0.499981579,0.499981579,,,,Male,21
-9.14E-06,0.288675135,0.499981714,-0.5,-9.14E-06,1.55E-16,-1.200000001,-0.250004571,0.249986286,-0.5,0.499990857,,,,Male,36
-1.53E-05,0.288675134,0.499969357,-0.5,-1.53E-05,7.24E-17,-1.200000002,-0.250007661,0.249977018,-0.5,0.499984679,,,,Female,19
1.15E-17,0.288675135,0.499987408,-0.499987408,0,-7.07E-17,-1.200000002,-0.249993704,0.249993704,-0.499987408,0.499987408,,,,Female,21
-1.65E-05,0.288675134,0.499967008,-0.5,-1.65E-05,-2.14E-16,-1.200000003,-0.250008248,0.249975256,-0.5,0.499983504,,,,Female,21
-1.22E-05,0.288675135,0.499975517,-0.5,-1.22E-05,4.16E-17,-1.200000001,-0.250006121,0.249981637,-0.5,0.499987758,,,,Female,21
-1.90E-05,0.288675134,0.499961971,-0.5,-1.90E-05,7.45E-17,-1.200000003,-0.250009507,0.249971479,-0.5,0.499980986,,,,Female,21
-1.79E-05,0.288675134,0.499964194,-0.5,-1.79E-05,-4.60E-16,-1.200000003,-0.250008952,0.249973145,-0.5,0.499982097,,,,Female,21
-6.36E-18,0.288675135,0.499990682,-0.499990682,0,-5.65E-17,-1.200000001,-0.249995341,0.249995341,-0.499990682,0.499990682,,,,Male,27
-1.30E-05,0.288675134,0.499973969,-0.5,-1.30E-05,-1.44E-17,-1.200000002,-0.250006508,0.249980477,-0.5,0.499986985,,,,Male,26
4.50E-18,0.288675134,0.499986808,-0.499986808,0,-3.17E-17,-1.200000002,-0.249993404,0.249993404,-0.499986808,0.499986808,,,,Male,17
-1.90E-05,0.288675134,0.499961951,-0.5,-1.90E-05,-6.53E-17,-1.200000003,-0.250009512,0.249971463,-0.5,0.499980976,,,,Male,17
0,0.288675134,0.499984111,-0.499984111,0,-3.29E-17,-1.200000002,-0.249992056,0.249992056,-0.499984111,0.499984111,,,,Male,17
4.14E-18,0.288675134,0.499981811,-0.499981811,0,2.00E-17,-1.200000003,-0.249990905,0.249990905,-0.499981811,0.499981811,,,,Male,17
-1.75E-05,0.288675134,0.499965001,-0.5,-1.75E-05,-2.86E-16,-1.200000003,-0.25000875,0.249973751,-0.5,0.4999825,,,,Male,17
-1.19E-17,0.288675134,0.499986906,-0.499986906,0,3.77E-17,-1.200000002,-0.249993453,0.249993453,-0.499986906,0.499986906,,,,Male,17
-1.25E-05,0.288675135,0.499975004,-0.5,-1.25E-05,-7.75E-17,-1.200000001,-0.250006249,0.249981253,-0.5,0.499987502,,,,Female,19
-1.94E-05,0.288675134,0.499961129,-0.5,-1.94E-05,1.47E-16,-1.200000004,-0.250009718,0.249970847,-0.5,0.499980564,,,,Female,19
-4.96E-18,0.288675134,0.499984991,-0.499984991,0,4.39E-17,-1.200000002,-0.249992495,0.249992495,-0.499984991,0.499984991,,,,Female,19
9.63E-18,0.288675134,0.499978832,-0.499978832,0,3.75E-17,-1.200000004,-0.249989416,0.249989416,-0.499978832,0.499978832,,,,Female,19
-2.13E-05,0.288675134,0.499957447,-0.5,-2.13E-05,3.77E-17,-1.200000004,-0.250010638,0.249968085,-0.5,0.499978723,,,,Female,19
-8.33E-06,0.288675135,0.499983342,-0.5,-8.33E-06,2.93E-16,-1.200000001,-0.250004165,0.249987506,-0.5,0.499991671,,,,Male,21
-1.04E-05,0.288675135,0.499979181,-0.5,-1.04E-05,2.18E-16,-1.200000001,-0.250005205,0.249984385,-0.5,0.49998959,,,,Male,26
1.36E-17,0.288675134,0.499985004,-0.499985004,0,2.66E-17,-1.200000002,-0.249992502,0.249992502,-0.499985004,0.499985004,,,,Male,26
-1.96E-18,0.288675135,0.499988511,-0.499988511,0,3.05E-17,-1.200000001,-0.249994256,0.249994256,-0.499988511,0.499988511,,,,Male,26
5.47E-18,0.288675134,0.499986253,-0.499986253,0,3.05E-18,-1.200000002,-0.249993126,0.249993126,-0.499986253,0.499986253,,,,Male,26
-7.69E-19,0.288675134,0.499986471,-0.499986471,0,7.49E-18,-1.200000002,-0.249993235,0.249993235,-0.499986471,0.499986471,,,,Male,26
-1.32E-05,0.288675134,0.499973566,-0.5,-1.32E-05,4.83E-17,-1.200000002,-0.250006609,0.249980174,-0.5,0.499986783,,,,Male,31
-2.50E-05,0.288675134,0.49994997,-0.5,-2.50E-05,1.68E-16,-1.200000006,-0.250012508,0.249962477,-0.5,0.499974985,,,,Male,31
-1.32E-17,0.288675134,0.499985287,-0.499985287,0,7.63E-17,-1.200000002,-0.249992643,0.249992643,-0.499985287,0.499985287,,,,Male,31
-2.41E-05,0.288675134,0.499951798,-0.5,-2.41E-05,2.14E-16,-1.200000006,-0.250012051,0.249963848,-0.5,0.499975899,,,,Male,31
-1.48E-17,0.288675134,0.499981441,-0.499981441,0,3.44E-17,-1.200000003,-0.24999072,0.24999072,-0.499981441,0.499981441,,,,Male,31
-2.79E-18,0.288675135,0.49998772,-0.49998772,0,1.27E-17,-1.200000001,-0.24999386,0.24999386,-0.49998772,0.49998772,,,,Male,18
-1.26E-05,0.288675135,0.499974773,-0.5,-1.26E-05,-1.55E-16,-1.200000002,-0.250006307,0.24998108,-0.5,0.499987386,,,,Female,20
-1.97E-17,0.288675134,0.499982684,-0.499982684,0,3.13E-17,-1.200000003,-0.249991342,0.249991342,-0.499982684,0.499982684,,,,Female,20
1.07E-17,0.288675134,0.49998434,-0.49998434,0,-1.02E-16,-1.200000002,-0.24999217,0.24999217,-0.49998434,0.49998434,,,,Female,20
-1.85E-05,0.288675134,0.499963029,-0.5,-1.85E-05,8.91E-17,-1.200000003,-0.250009243,0.249972272,-0.5,0.499981514,,,,Female,20
-7.39E-18,0.288675134,0.499979815,-0.499979815,0,2.97E-17,-1.200000004,-0.249989908,0.249989908,-0.499979815,0.499979815,,,,Female,20
0,0.288675134,0.499983783,-0.499983783,0,1.68E-17,-1.200000003,-0.249991891,0.249991891,-0.499983783,0.499983783,,,,Male,19
-1.91E-17,0.288675134,0.499979042,-0.499979042,0,6.19E-17,-1.200000004,-0.249989521,0.249989521,-0.499979042,0.499979042,,,,Male,19
-1.67E-05,0.288675134,0.499966627,-0.5,-1.67E-05,-1.33E-16,-1.200000003,-0.250008343,0.24997497,-0.5,0.499983313,,,,Male,19
-1.96E-05,0.288675134,0.499960763,-0.5,-1.96E-05,3.06E-16,-1.200000004,-0.250009809,0.249970572,-0.5,0.499980381,,,,Male,19
1.54E-17,0.288675134,0.499977364,-0.499977364,0,-2.67E-17,-1.200000005,-0.249988682,0.249988682,-0.499977364,0.499977364,,,,Male,19
-1.40E-17,0.288675135,0.499987716,-0.499987716,0,-9.07E-18,-1.200000001,-0.249993858,0.249993858,-0.499987716,0.499987716,,,,Male,22
-7.06E-06,0.288675135,0.499985872,-0.5,-7.06E-06,-9.47E-17,-1.2,-0.250003532,0.249989404,-0.5,0.499992936,,,,Male,57
9.49E-18,0.288675134,0.499983304,-0.499983304,0,-7.40E-18,-1.200000003,-0.249991652,0.249991652,-0.499983304,0.499983304,,,,Male,31
5.97E-18,0.288675135,0.499991245,-0.499991245,0,1.55E-17,-1.200000001,-0.249995622,0.249995622,-0.499991245,0.499991245,,,,Female,18
4.55E-18,0.288675135,0.49998999,-0.49998999,0,3.21E-17,-1.200000001,-0.249994995,0.249994995,-0.49998999,0.49998999,,,,Female,17
-1.81E-17,0.288675134,0.499984121,-0.499984121,0,-7.97E-17,-1.200000002,-0.249992061,0.249992061,-0.499984121,0.499984121,,,,Female,17
-1.11E-05,0.288675135,0.499977803,-0.5,-1.11E-05,-3.11E-16,-1.200000001,-0.250005549,0.249983353,-0.5,0.499988902,,,,Female,17
-1.48E-05,0.288675134,0.499970472,-0.5,-1.48E-05,-2.63E-16,-1.200000002,-0.250007382,0.249977854,-0.5,0.499985236,,,,Female,17
-1.49E-05,0.288675134,0.499970153,-0.5,-1.49E-05,-2.40E-16,-1.200000002,-0.250007462,0.249977615,-0.5,0.499985076,,,,Female,17
-9.71E-06,0.288675135,0.499980589,-0.5,-9.71E-06,-3.12E-16,-1.200000001,-0.250004853,0.249985442,-0.5,0.499990295,,,,Male,24
-1.64E-17,0.288675135,0.499988904,-0.499988904,0,5.94E-17,-1.200000001,-0.249994452,0.249994452,-0.499988904,0.499988904,,,,Male,18
1.84E-17,0.288675134,0.499986506,-0.499986506,0,9.24E-17,-1.200000002,-0.249993253,0.249993253,-0.499986506,0.499986506,,,,Male,18
0,0.288675134,0.499977982,-0.499977982,0,2.60E-17,-1.200000005,-0.249988991,0.249988991,-0.499977982,0.499977982,,,,Male,18
-1.62E-05,0.288675134,0.499967528,-0.5,-1.62E-05,2.64E-17,-1.200000003,-0.250008118,0.249975646,-0.5,0.499983764,,,,Male,18
-5.81E-18,0.288675134,0.499981422,-0.499981422,0,-4.20E-17,-1.200000003,-0.249990711,0.249990711,-0.499981422,0.499981422,,,,Male,18
-2.70E-05,0.288675134,0.49994594,-0.5,-2.70E-05,-8.48E-18,-1.200000007,-0.250013515,0.249959455,-0.5,0.49997297,,,,Male,18
0,0.288675135,0.499988759,-0.499988759,0,4.36E-17,-1.200000001,-0.249994379,0.249994379,-0.499988759,0.499988759,,,,Male,24
5.06E-18,0.288675135,0.499988864,-0.499988864,0,8.04E-17,-1.200000001,-0.249994432,0.249994432,-0.499988864,0.499988864,,,,Male,17
-9.18E-06,0.288675135,0.499981647,-0.5,-9.18E-06,2.22E-16,-1.200000001,-0.250004588,0.249986236,-0.5,0.499990824,,,,Female,17
-1.68E-05,0.288675134,0.499966341,-0.5,-1.68E-05,-3.01E-16,-1.200000003,-0.250008415,0.249974756,-0.5,0.499983171,,,,Female,17
-9.18E-18,0.288675134,0.49998654,-0.49998654,0,-2.83E-17,-1.200000002,-0.24999327,0.24999327,-0.49998654,0.49998654,,,,Female,17
1.06E-18,0.288675134,0.499981316,-0.499981316,0,7.92E-17,-1.200000003,-0.249990658,0.249990658,-0.499981316,0.499981316,,,,Female,17
-6.37E-18,0.288675134,0.499980526,-0.499980526,0,-2.29E-17,-1.200000004,-0.249990263,0.249990263,-0.499980526,0.499980526,,,,Female,17
-7.18E-06,0.288675135,0.499985634,-0.5,-7.18E-06,1.25E-16,-1.2,-0.250003592,0.249989225,-0.5,0.499992817,,,,Male,25
-8.86E-06,0.288675135,0.499982284,-0.5,-8.86E-06,1.23E-16,-1.200000001,-0.250004429,0.249986713,-0.5,0.499991142,,,,Female,26
-8.14E-06,0.288675135,0.499983728,-0.5,-8.14E-06,2.22E-17,-1.200000001,-0.250004068,0.249987796,-0.5,0.499991864,,,,Female,24
0,0.288675135,0.499987664,-0.499987664,0,3.64E-17,-1.200000001,-0.249993832,0.249993832,-0.499987664,0.499987664,,,,Male,19
0,0.288675134,0.49998249,-0.49998249,0,-8.40E-18,-1.200000003,-0.249991245,0.249991245,-0.49998249,0.49998249,,,,Male,19
-1.35E-05,0.288675134,0.499973023,-0.5,-1.35E-05,-5.48E-18,-1.200000002,-0.250006744,0.249979767,-0.5,0.499986511,,,,Male,19
-1.84E-05,0.288675134,0.49996313,-0.5,-1.84E-05,1.12E-16,-1.200000003,-0.250009218,0.249972347,-0.5,0.499981565,,,,Male,19
-1.60E-05,0.288675134,0.499967945,-0.5,-1.60E-05,1.14E-16,-1.200000002,-0.250008014,0.249975958,-0.5,0.499983972,,,,Male,19
-2.06E-18,0.288675135,0.49999149,-0.49999149,0,-2.45E-17,-1.200000001,-0.249995745,0.249995745,-0.49999149,0.49999149,,,,Male,19
3.34E-18,0.288675135,0.499988007,-0.499988007,0,-7.84E-17,-1.200000001,-0.249994004,0.249994004,-0.499988007,0.499988007,,,,Male,19
7.13E-18,0.288675135,0.499989553,-0.499989553,0,1.56E-16,-1.200000001,-0.249994777,0.249994777,-0.499989553,0.499989553,,,,Male,19
-1.59E-05,0.288675134,0.49996827,-0.5,-1.59E-05,-8.43E-17,-1.200000002,-0.250007932,0.249976203,-0.5,0.499984135,,,,Male,19
1.05E-17,0.288675134,0.499984537,-0.499984537,0,-1.83E-17,-1.200000002,-0.249992268,0.249992268,-0.499984537,0.499984537,,,,Male,19
-5.81E-18,0.288675135,0.499988639,-0.499988639,0,5.51E-18,-1.200000001,-0.24999432,0.24999432,-0.499988639,0.499988639,,,,Male,29
-1.70E-05,0.288675134,0.499966003,-0.5,-1.70E-05,-7.91E-17,-1.200000003,-0.250008499,0.249974502,-0.5,0.499983001,,,,Female,21
-2.03E-05,0.288675134,0.499959488,-0.5,-2.03E-05,4.58E-16,-1.200000004,-0.250010128,0.249969616,-0.5,0.499979744,,,,Female,21
0,0.288675134,0.499979594,-0.499979594,0,-1.21E-16,-1.200000004,-0.249989797,0.249989797,-0.499979594,0.499979594,,,,Female,21
-9.25E-18,0.288675134,0.499979654,-0.499979654,0,0,-1.200000004,-0.249989827,0.249989827,-0.499979654,0.499979654,,,,Female,21
-9.75E-18,0.288675134,0.499978551,-0.499978551,0,2.53E-17,-1.200000004,-0.249989275,0.249989275,-0.499978551,0.499978551,,,,Female,21
-9.72E-06,0.288675135,0.499980552,-0.5,-9.72E-06,-9.50E-17,-1.200000001,-0.250004862,0.249985414,-0.5,0.499990276,,,,Male,18
-1.06E-05,0.288675135,0.499978708,-0.5,-1.06E-05,3.03E-16,-1.200000001,-0.250005323,0.249984031,-0.5,0.499989354,,,,Male,20
9.51E-18,0.288675134,0.49997908,-0.49997908,0,-4.94E-17,-1.200000004,-0.24998954,0.24998954,-0.49997908,0.49997908,,,,Male,20
1.60E-17,0.288675134,0.499985172,-0.499985172,0,-5.10E-17,-1.200000002,-0.249992586,0.249992586,-0.499985172,0.499985172,,,,Male,20
3.03E-18,0.288675134,0.49998226,-0.49998226,0,-1.60E-17,-1.200000003,-0.24999113,0.24999113,-0.49998226,0.49998226,,,,Male,20
-5.31E-18,0.288675134,0.499981315,-0.499981315,0,-1.09E-16,-1.200000003,-0.249990657,0.249990657,-0.499981315,0.499981315,,,,Male,20
-9.50E-06,0.288675135,0.499980996,-0.5,-9.50E-06,6.26E-17,-1.200000001,-0.250004751,0.249985747,-0.5,0.499990498,,,,Male,18
-1.84E-05,0.288675134,0.499963287,-0.5,-1.84E-05,-1.71E-16,-1.200000003,-0.250009178,0.249972465,-0.5,0.499981643,,,,Male,18
-1.15E-17,0.288675135,0.499987315,-0.499987315,0,-4.68E-18,-1.200000002,-0.249993658,0.249993658,-0.499987315,0.499987315,,,,Male,18
1.48E-17,0.288675134,0.499983679,-0.499983679,0,7.95E-17,-1.200000003,-0.249991839,0.249991839,-0.499983679,0.499983679,,,,Male,18
-1.98E-05,0.288675134,0.499960424,-0.5,-1.98E-05,-9.36E-18,-1.200000004,-0.250009894,0.249970318,-0.5,0.499980212,,,,Male,18
-2.48E-18,0.288675135,0.499989073,-0.499989073,0,3.29E-17,-1.200000001,-0.249994536,0.249994536,-0.499989073,0.499989073,,,,Male,25
-1.82E-17,0.288675134,0.499980434,-0.499980434,0,8.59E-17,-1.200000004,-0.249990217,0.249990217,-0.499980434,0.499980434,,,,Male,25
-9.17E-06,0.288675135,0.499981669,-0.5,-9.17E-06,-1.51E-16,-1.200000001,-0.250004583,0.249986252,-0.5,0.499990834,,,,Male,25
-1.69E-05,0.288675134,0.499966228,-0.5,-1.69E-05,-1.22E-16,-1.200000003,-0.250008443,0.249974671,-0.5,0.499983114,,,,Male,25
-2.13E-18,0.288675134,0.499981305,-0.499981305,0,5.27E-17,-1.200000003,-0.249990652,0.249990652,-0.499981305,0.499981305,,,,Male,25
0,0.288675135,0.499991042,-0.499991042,0,-7.14E-17,-1.200000001,-0.249995521,0.249995521,-0.499991042,0.499991042,,,,Female,24
-4.92E-18,0.288675134,0.499985576,-0.499985576,0,-9.85E-18,-1.200000002,-0.249992788,0.249992788,-0.499985576,0.499985576,,,,Female,24
2.53E-18,0.288675135,0.499988874,-0.499988874,0,1.21E-17,-1.200000001,-0.249994437,0.249994437,-0.499988874,0.499988874,,,,Male,16
-1.59E-17,0.288675134,0.499986047,-0.499986047,0,5.31E-17,-1.200000002,-0.249993024,0.249993024,-0.499986047,0.499986047,,,,Female,23
0,0.288675134,0.499982573,-0.499982573,0,-3.22E-18,-1.200000003,-0.249991286,0.249991286,-0.499982573,0.499982573,,,,Female,23
