mean,sd,maxv,minv,median,skew,kurtosis,q1,q3,mode,iqr,energy,rmse,zcr,tempo,meanmfcc,minmfcc,maxmfcc,chroma_freq,spectral_centroid,spectral_bandwidth,spectral_rolloff,Sex,Age_Class
-6.81E-06,0.288675135,0.499986389,-0.5,-6.81E-06,1.12E-16,-1.2,-0.250003403,0.249989792,-0.5,0.499993195,45.97379,0.025014978,3787,143.5546875,-7.6439433,-508.68106,162.62775,0.4580026,2395.041693,2781.979736,5391.973877,Male,1
-5.60E-06,0.288675135,0.499988797,-0.5,-5.60E-06,4.72E-17,-1.2,-0.250002801,0.249991597,-0.5,0.499994398,782.5347,0.09363285,2693,161.4990234,-8.589327,-505.94275,200.58788,0.4193018,1261.27631,1896.469173,2502.896484,Male,0
9.99E-18,0.288675135,0.499989021,-0.499989021,0,-3.73E-17,-1.200000001,-0.249994511,0.249994511,-0.499989021,0.499989021,12.796407,0.016762285,1825,151.9990809,-13.228406,-514.58875,162.65384,0.34447145,2008.362465,2467.512611,4525.601848,Female,0
-1.08E-05,0.288675135,0.499978442,-0.5,-1.08E-05,-9.55E-18,-1.200000001,-0.25000539,0.249983831,-0.5,0.499989221,15.862402,0.018492304,2749,123.046875,-9.681705,-493.48343,141.57095,0.33775055,2240.54881,2728.354551,5337.276517,Female,0
-1.10E-05,0.288675135,0.499978012,-0.5,-1.10E-05,-1.24E-16,-1.200000001,-0.250005497,0.249983509,-0.5,0.499989006,232.59904,0.07151444,1363,103.359375,-10.003351,-529.0264,200.63144,0.2769304,1280.969743,1963.922413,2620.518236,Female,0
2.11E-18,0.288675134,0.499981431,-0.499981431,0,-5.40E-18,-1.200000003,-0.249990716,0.249990716,-0.499981431,0.499981431,48.649906,0.042505685,1067,99.38401442,-10.319643,-556.1462,191.80635,0.23851237,1425.864066,2078.737837,2864.525446,Female,0
1.73E-17,0.288675134,0.499986181,-0.499986181,0,-1.01E-16,-1.200000002,-0.249993091,0.249993091,-0.499986181,0.499986181,146.5635,0.06364447,983,117.4538352,-8.413514,-530.9639,230.80505,0.2547589,1006.5132,1659.172539,1709.160087,Female,0
-1.04E-17,0.288675134,0.499981641,-0.499981641,0,-1.68E-17,-1.200000003,-0.249990821,0.249990821,-0.499981641,0.499981641,142.25034,0.07227082,1220,117.4538352,-8.042053,-536.8087,182.1236,0.2817735,1626.303453,2213.811619,3222.603353,Female,0
-1.62E-05,0.288675134,0.499967501,-0.5,-1.62E-05,1.34E-16,-1.200000003,-0.250008125,0.249975626,-0.5,0.49998375,71.543526,0.048219357,1417,123.046875,-8.203427,-519.0496,182.49472,0.28675932,1551.760469,2216.210691,3169.969903,Female,0
-1.09E-05,0.288675135,0.499978181,-0.5,-1.09E-05,-9.87E-17,-1.200000001,-0.250005455,0.249983636,-0.5,0.499989091,29.423834,0.025337586,2915,117.4538352,-10.294745,-502.86496,125.84898,0.3069201,2461.046492,2805.624824,5843.632813,Female,0
1.65E-17,0.288675135,0.499989628,-0.499989628,0,-2.07E-17,-1.200000001,-0.249994814,0.249994814,-0.499989628,0.499989628,270.66736,0.074931234,1947,135.9991776,-11.965635,-465.08066,203.20248,0.2693751,1213.528076,1713.476013,2214.746608,Female,0
3.05E-18,0.288675134,0.499980057,-0.499980057,0,-2.16E-17,-1.200000004,-0.249990028,0.249990028,-0.499980057,0.499980057,56.009464,0.04726557,941,129.1992188,-13.222272,-518.9816,188.24106,0.2323366,1380.045058,2057.661109,2694.946289,Female,0
6.23E-18,0.288675134,0.499986308,-0.499986308,0,-6.37E-17,-1.200000002,-0.249993154,0.249993154,-0.499986308,0.499986308,158.18625,0.065815,1213,117.4538352,-12.324065,-571.0808,228.09296,0.27887356,968.9640539,1502.229873,1424.331665,Female,0
-2.02E-05,0.288675134,0.499959534,-0.5,-2.02E-05,-1.40E-16,-1.200000004,-0.250010117,0.24996965,-0.5,0.499979767,103.90172,0.06484215,821,161.4990234,-10.855127,-454.4724,196.51102,0.21691789,1515.979115,2198.537663,3029.370117,Female,0
-2.06E-05,0.288675134,0.499958712,-0.5,-2.06E-05,1.46E-16,-1.200000004,-0.250010322,0.249969034,-0.5,0.499979356,79.67236,0.057354406,1093,143.5546875,-11.063306,-474.84497,181.19922,0.28955925,1374.842549,1800.06663,2412.840271,Female,0
0,0.288675135,0.499987782,-0.499987782,0,1.80E-17,-1.200000001,-0.249993891,0.249993891,-0.499987782,0.499987782,14.402123,0.018759858,3729,117.4538352,-10.22337,-444.28574,132.75888,0.36313856,2591.441106,2717.449682,5676.152344,Male,1
-9.02E-06,0.288675135,0.499981953,-0.5,-9.02E-06,6.93E-17,-1.200000001,-0.250004512,0.249986465,-0.5,0.499990977,1.5679485,0.005319417,3767,103.359375,-12.4896755,-548.8473,109.1528,0.4614788,2912.629245,2977.416693,6595.975711,Male,0
-1.17E-05,0.288675135,0.499976505,-0.5,-1.17E-05,2.37E-16,-1.200000001,-0.250005874,0.249982379,-0.5,0.499988252,49.812923,0.034210544,2827,123.046875,-5.098855,-449.69254,141.79933,0.38558075,2440.331759,2900.054247,5885.742188,Male,0
-9.30E-06,0.288675135,0.499981392,-0.5,-9.30E-06,1.21E-16,-1.200000001,-0.250004652,0.249986044,-0.5,0.499990696,18.787086,0.018697387,3175,107.6660156,-10.727267,-541.37665,137.50156,0.325076,2456.475619,2826.48287,5602.836914,Male,0
-9.23E-06,0.288675135,0.499981531,-0.5,-9.23E-06,2.34E-17,-1.200000001,-0.250004617,0.249986149,-0.5,0.499990766,112.5277,0.04558758,2832,103.359375,-7.5141563,-463.53268,145.3154,0.29921728,2200.313771,2624.620911,5010.634167,Male,1
-6.69E-06,0.288675135,0.499986621,-0.5,-6.69E-06,1.63E-16,-1.2,-0.250003345,0.249989966,-0.5,0.499993311,96.766815,0.035980668,1341,135.9991776,-13.314921,-579.1106,224.9909,0.43187872,1068.1378,1623.270447,2290.410123,Male,1
-2.93E-18,0.288675135,0.499990182,-0.499990182,0,1.40E-17,-1.200000001,-0.249995091,0.249995091,-0.499990182,0.499990182,266.45776,0.07233219,1400,123.046875,-6.8791804,-488.7729,212.12073,0.33446476,1042.669503,1818.382006,1791.347168,Male,1
-1.83E-05,0.288675134,0.499963418,-0.5,-1.83E-05,2.34E-16,-1.200000003,-0.250009145,0.249972564,-0.5,0.499981709,76.63367,0.052947115,916,135.9991776,-8.809346,-443.89413,201.07794,0.26073527,1188.931437,1905.484233,2305.647786,Male,1
0,0.288675134,0.499986209,-0.499986209,0,1.07E-16,-1.200000002,-0.249993104,0.249993104,-0.499986209,0.499986209,105.51306,0.05394723,1051,112.3471467,-9.866126,-531.66095,214.79346,0.26076064,1226.469486,2007.238971,2515.138782,Male,1
-1.98E-05,0.288675134,0.499960336,-0.5,-1.98E-05,-1.71E-16,-1.200000004,-0.250009916,0.249970252,-0.5,0.499980168,46.13885,0.042778913,1233,129.1992188,-9.213776,-554.75616,156.21397,0.32505554,1894.573975,2453.178835,4375.977539,Male,1
1.89E-17,0.288675134,0.499979216,-0.499979216,0,-9.82E-17,-1.200000004,-0.249989608,0.249989608,-0.499979216,0.499979216,67.670166,0.053036872,1015,135.9991776,-8.981589,-528.0025,185.29163,0.2668353,1409.275295,2166.13728,2932.868081,Male,1
-3.70E-18,0.288675135,0.499990694,-0.499990694,0,3.09E-17,-1.200000001,-0.249995347,0.249995347,-0.499990694,0.499990694,65.99134,0.035046704,2278,103.359375,-8.660028,-515.2109,190.01682,0.3607565,1761.33803,2336.375056,4006.098633,Male,1
-2.11E-05,0.288675134,0.499957898,-0.5,-2.11E-05,8.70E-17,-1.200000004,-0.250010525,0.249968424,-0.5,0.499978949,81.220215,0.058476582,879,129.1992188,-6.726902,-395.2196,218.96552,0.26838937,1370.565853,1907.878416,2869.872008,Male,1
1.41E-17,0.288675134,0.499984509,-0.499984509,0,-1.37E-17,-1.200000002,-0.249992255,0.249992255,-0.499984509,0.499984509,38.70256,0.03462767,1629,129.1992188,-8.27096,-553.3854,190.81421,0.38186225,1517.124008,2020.742667,3107.846832,Male,1
-2.23E-05,0.288675134,0.499955389,-0.5,-2.23E-05,5.93E-17,-1.200000005,-0.250011153,0.249966542,-0.5,0.499977695,30.244781,0.036732133,993,172.265625,-8.184463,-498.69788,169.78775,0.33727238,1574.741241,2177.38624,3366.275857,Male,1
-1.14E-17,0.288675135,0.499987441,-0.499987441,0,1.30E-17,-1.200000002,-0.24999372,0.24999372,-0.499987441,0.499987441,17.938496,0.02122714,1681,95.703125,-10.873674,-572.3032,166.87787,0.36193982,1639.12126,2415.746194,3752.298678,Male,1
-1.41E-17,0.288675135,0.499987874,-0.499987874,0,6.65E-17,-1.200000001,-0.249993937,0.249993937,-0.499987874,0.499987874,125.44237,0.055155538,1461,172.265625,-6.675776,-634.80316,183.21803,0.35866204,1594.588367,2318.520865,3797.686089,Male,0
-1.17E-17,0.288675134,0.49998285,-0.49998285,0,-5.57E-17,-1.200000003,-0.249991425,0.249991425,-0.49998285,0.49998285,47.455997,0.040344935,1588,129.1992188,-7.101083,-463.73706,199.81009,0.37799457,2168.911372,2668.831937,5179.67979,Male,0
0,0.288675134,0.499984616,-0.499984616,0,4.09E-17,-1.200000002,-0.249992308,0.249992308,-0.499984616,0.499984616,44.583763,0.037037358,1065,117.4538352,-6.351079,-486.6955,218.23463,0.4177629,1433.884067,2160.245833,3161.848068,Male,0
-2.27E-05,0.288675134,0.499954694,-0.5,-2.27E-05,-1.34E-16,-1.200000005,-0.250011327,0.24996602,-0.5,0.499977347,22.482515,0.031915497,887,172.265625,-7.0213046,-416.364,179.47226,0.3566646,1584.906713,2236.378421,3593.597967,Male,0
-2.22E-05,0.288675134,0.499955619,-0.5,-2.22E-05,-1.05E-16,-1.200000005,-0.250011095,0.249966714,-0.5,0.499977809,13.838731,0.02478268,766,123.046875,-7.07283,-477.82092,159.01578,0.36990374,1551.983609,2241.342597,3512.543945,Male,0
-1.20E-05,0.288675135,0.49997607,-0.5,-1.20E-05,1.90E-16,-1.200000001,-0.250005983,0.249982052,-0.5,0.499988035,9.933316,0.015417762,2981,143.5546875,-10.329278,-440.35004,112.23861,0.25640196,2803.937768,2948.102567,6488.453042,Female,0
4.07E-18,0.288675134,0.499982085,-0.499982085,0,1.03E-17,-1.200000003,-0.249991042,0.249991042,-0.499982085,0.499982085,13.03006,0.021607328,2610,129.1992188,-8.869392,-406.65228,111.24074,0.25361735,2743.987859,2837.356233,5992.298917,Female,0
-1.50E-05,0.288675134,0.49996995,-0.5,-1.50E-05,-1.78E-16,-1.200000002,-0.250007512,0.249977463,-0.5,0.499984975,11.298424,0.01842597,2373,151.9990809,-9.329088,-418.08575,120.16736,0.2878811,2690.166258,2838.420763,6039.897837,Female,0
2.80E-17,0.288675134,0.499979502,-0.499979502,0,-5.09E-16,-1.200000004,-0.249989751,0.249989751,-0.499979502,0.499979502,18.209398,0.02732217,1536,161.4990234,-9.197758,-423.10025,157.79425,0.2698779,2511.561214,2746.447445,5506.892395,Female,0
-1.47E-17,0.288675134,0.499980427,-0.499980427,0,-3.32E-17,-1.200000004,-0.249990213,0.249990213,-0.499980427,0.499980427,41.32595,0.04022152,1689,143.5546875,-8.756182,-417.08588,140.66925,0.26854107,2223.517624,2539.019207,4894.066406,Female,0
2.50E-18,0.288675135,0.499990238,-0.499990238,0,-2.50E-17,-1.200000001,-0.249995119,0.249995119,-0.499990238,0.499990238,202.43562,0.062866524,2265,143.5546875,-5.567355,-492.69724,189.91653,0.4110967,1607.827668,2191.88803,3449.789701,Male,0
-1.14E-05,0.288675135,0.499977143,-0.5,-1.14E-05,3.41E-16,-1.200000001,-0.250005714,0.249982857,-0.5,0.499988571,177.69348,0.06373041,1369,107.6660156,-7.645734,-532.6265,181.89626,0.30996916,1129.667569,1939.12085,1986.93876,Male,0
1.33E-17,0.288675134,0.499985275,-0.499985275,0,2.06E-17,-1.200000002,-0.249992638,0.249992638,-0.499985275,0.499985275,175.05922,0.07180056,1383,103.359375,-7.319725,-540.4156,211.65024,0.35464293,1578.694294,2215.402489,3351.787692,Male,0
-3.30E-18,0.288675135,0.4999884,-0.4999884,0,-1.07E-18,-1.200000001,-0.2499942,0.2499942,-0.4999884,0.4999884,320.84973,0.086275406,1529,103.359375,-5.4281325,-536.1202,225.76535,0.38156638,1067.882337,1709.694011,1847.16883,Male,0
3.91E-18,0.288675134,0.499982814,-0.499982814,0,8.38E-17,-1.200000003,-0.249991407,0.249991407,-0.499982814,0.499982814,247.24088,0.09218619,1077,112.3471467,-4.751603,-522.28357,204.99387,0.36523104,1401.263462,2033.937964,2860.704924,Male,0
-1.59E-05,0.288675134,0.499968272,-0.5,-1.59E-05,-3.75E-16,-1.200000002,-0.250007932,0.249976204,-0.5,0.499984136,102.82022,0.05711628,960,75.99954044,-5.850567,-527.6352,180.19336,0.3458589,1285.649533,2017.531215,2547.516854,Male,0
3.31E-17,0.288675135,0.499988369,-0.499988369,0,-5.05E-16,-1.200000001,-0.249994184,0.249994184,-0.499988369,0.499988369,68.72683,0.039984766,2093,151.9990809,-7.538099,-450.84753,186.12305,0.3370666,2046.710279,2543.371213,4506.976318,Male,1
-2.66E-18,0.288675135,0.499992195,-0.499992195,0,-4.90E-18,-1.200000001,-0.249996097,0.249996097,-0.499992195,0.499992195,74.28124,0.03405254,3739,117.4538352,-9.457273,-513.6524,135.70773,0.32327744,2402.894733,2679.346314,5412.780762,Female,0
1.01E-18,0.288675135,0.499991316,-0.499991316,0,6.68E-17,-1.200000001,-0.249995658,0.249995658,-0.499991316,0.499991316,23.48422,0.020195564,2410,117.4538352,-10.783443,-535.8227,139.08002,0.2701403,1978.806076,2580.882811,4951.398083,Female,0
0,0.288675134,0.499987169,-0.499987169,0,6.16E-17,-1.200000002,-0.249993584,0.249993584,-0.499987169,0.499987169,57.95782,0.03856626,1963,123.046875,-7.2190166,-518.1745,165.96405,0.3343302,1884.806638,2425.708953,4451.640181,Female,0
-5.04E-18,0.288675135,0.499988925,-0.499988925,0,1.43E-17,-1.200000001,-0.249994463,0.249994463,-0.499988925,0.499988925,97.404106,0.046448767,2239,123.046875,-7.3128147,-507.01556,198.08244,0.34403607,1602.042002,2115.802684,3378.414403,Female,0
-1.57E-18,0.288675134,0.499986216,-0.499986216,0,6.46E-17,-1.200000002,-0.249993108,0.249993108,-0.499986216,0.499986216,53.149147,0.038278632,2122,123.046875,-8.051406,-510.6301,119.88402,0.31317362,2232.732955,2602.421486,5198.297205,Female,0
-1.50E-05,0.288675134,0.499970015,-0.5,-1.50E-05,6.40E-17,-1.200000002,-0.250007496,0.249977511,-0.5,0.499985007,70.12914,0.045856547,1836,215.3320313,-7.6650233,-484.3528,143.4455,0.32650125,1979.822333,2336.759206,4493.261719,Female,0
-6.23E-18,0.288675135,0.499993152,-0.499993152,0,7.33E-18,-1.2,-0.249996576,0.249996576,-0.499993152,0.499993152,154.45863,0.04599577,4569,143.5546875,-7.0449615,-459.54846,186.23474,0.4585703,2426.328939,2718.715023,5393.615637,Male,0
8.28E-18,0.288675135,0.499988801,-0.499988801,0,-4.75E-17,-1.200000001,-0.249994401,0.249994401,-0.499988801,0.499988801,7.613427,0.01305852,3769,161.4990234,-7.6912303,-437.9966,117.55585,0.4520996,3160.205883,3233.032412,7224.022605,Male,0
-1.31E-17,0.288675135,0.499990098,-0.499990098,0,-6.78E-17,-1.200000001,-0.249995049,0.249995049,-0.499990098,0.499990098,53.92017,0.032678343,3143,151.9990809,-7.389793,-448.0699,145.82843,0.40120706,2437.222503,2831.300204,5444.311523,Male,1
-7.65E-06,0.288675135,0.499984705,-0.5,-7.65E-06,-2.02E-16,-1.200000001,-0.250003824,0.249988529,-0.5,0.499992352,46.100372,0.026553988,4557,151.9990809,-8.94036,-416.7154,134.55772,0.36455658,2613.128347,2805.826414,5906.658554,Female,1
-1.27E-17,0.288675135,0.49999351,-0.49999351,0,-3.49E-17,-1.2,-0.249996755,0.249996755,-0.49999351,0.49999351,304.87494,0.06290795,2971,103.359375,-10.140526,-417.69736,201.56812,0.46482772,2497.201711,2596.863055,5119.982506,Male,1
-9.99E-19,0.288675135,0.499993242,-0.499993242,0,-3.52E-17,-1.2,-0.249996621,0.249996621,-0.499993242,0.499993242,66.24705,0.029924244,6993,135.9991776,-8.421398,-401.99252,130.43024,0.3858035,2736.090321,2891.338076,6223.31846,Male,1
6.06E-18,0.288675134,0.499986667,-0.499986667,0,3.79E-17,-1.200000002,-0.249993334,0.249993334,-0.499986667,0.499986667,61.044083,0.04034599,2577,135.9991776,-7.523613,-479.58575,140.87766,0.3388515,1917.915377,2317.90596,3924.571764,Male,0
-2.17E-05,0.288675134,0.499956687,-0.5,-2.17E-05,7.68E-17,-1.200000005,-0.250010828,0.249967516,-0.5,0.499978344,132.46521,0.075745665,1385,112.3471467,-5.9482136,-511.1113,163.29176,0.3333638,1860.474549,2125.967388,3842.974588,Male,0
-1.42E-05,0.288675134,0.49997151,-0.5,-1.42E-05,4.47E-17,-1.200000002,-0.250007123,0.249978632,-0.5,0.499985755,260.67062,0.08617722,5405,172.265625,-5.15865,-475.24637,132.62372,0.33192924,3095.9521,2667.78053,5862.336532,Male,0
-2.76E-05,0.288675134,0.499944757,-0.5,-2.76E-05,1.08E-16,-1.200000007,-0.250013811,0.249958568,-0.5,0.499972379,182.3696,0.10037208,1000,135.9991776,-3.7446527,-424.74295,180.23145,0.3531956,1544.018649,1954.681629,3136.071777,Male,0
-5.75E-18,0.288675134,0.499974721,-0.499974721,0,-3.36E-17,-1.200000006,-0.24998736,0.24998736,-0.499974721,0.499974721,199.85721,0.10052122,2361,117.4538352,-3.9285288,-471.04605,174.76476,0.2983257,2289.998972,2323.782403,4449.367112,Male,0
-9.11E-06,0.288675135,0.499981782,-0.5,-9.11E-06,-1.51E-16,-1.200000001,-0.250004555,0.249986336,-0.5,0.499990891,24.177593,0.020987462,2225,103.359375,-17.693724,-530.05084,156.27542,0.25559106,1417.237558,1854.126853,2861.024984,Female,0
-1.16E-05,0.288675135,0.49997685,-0.5,-1.16E-05,-1.85E-16,-1.200000001,-0.250005788,0.249982637,-0.5,0.499988425,54.55314,0.0355376,4021,135.9991776,-13.483355,-503.06464,142.79808,0.26397228,1942.027183,2115.028345,3656.464557,Female,0
-1.29E-05,0.288675134,0.499974104,-0.5,-1.29E-05,9.85E-17,-1.200000002,-0.250006474,0.249980578,-0.5,0.499987052,195.41382,0.07113674,1826,123.046875,-11.435012,-451.17935,188.48514,0.28702298,1351.264223,1810.062385,2537.517989,Female,0
-1.28E-17,0.288675134,0.499984822,-0.499984822,0,-1.09E-17,-1.200000002,-0.249992411,0.249992411,-0.499984822,0.499984822,121.68428,0.060776494,1517,92.28515625,-13.29433,-511.36093,176.07373,0.24850719,1520.90829,1951.074975,2892.57174,Female,0
-1.63E-05,0.288675134,0.499967403,-0.5,-1.63E-05,2.21E-16,-1.200000003,-0.250008149,0.249975553,-0.5,0.499983702,159.20473,0.072038464,1653,172.265625,-12.49265,-463.0246,173.94241,0.25591904,1465.160167,1871.80453,2830.180664,Female,0
-6.45E-06,0.288675135,0.499987101,-0.5,-6.45E-06,2.78E-16,-1.2,-0.250003225,0.249990326,-0.5,0.499993551,27.575377,0.018859798,1709,107.6660156,-9.419949,-603.84827,176.57709,0.4105295,1120.283123,1901.86552,2397.481336,Male,1
7.28E-18,0.288675135,0.499990144,-0.499990144,0,2.09E-17,-1.200000001,-0.249995072,0.249995072,-0.499990144,0.499990144,20.793148,0.020244863,1209,135.9991776,-11.334423,-650.77484,206.07162,0.41047052,1012.08544,1635.600661,1947.032227,Male,1
-1.39E-05,0.288675134,0.499972132,-0.5,-1.39E-05,1.64E-16,-1.200000002,-0.250006967,0.249979099,-0.5,0.499986066,20.408901,0.023848407,1303,112.3471467,-10.243921,-626.68585,224.32285,0.3637467,1221.64393,1763.592164,2379.873872,Male,1
-9.52E-06,0.288675135,0.499980955,-0.5,-9.52E-06,2.17E-16,-1.200000001,-0.250004761,0.249985716,-0.5,0.499990478,44.03713,0.02895988,1327,117.4538352,-10.860354,-629.4296,246.51411,0.41116974,892.6212268,1409.707853,1563.97954,Male,1
1.36E-17,0.288675134,0.499984816,-0.499984816,0,6.80E-19,-1.200000002,-0.249992408,0.249992408,-0.499984816,0.499984816,50.7104,0.039242733,1410,129.1992188,-9.884051,-641.78326,201.5964,0.37134075,1279.0231,1763.867801,2296.433293,Male,1
-1.04E-05,0.288675135,0.499979296,-0.5,-1.04E-05,8.79E-17,-1.200000001,-0.250005176,0.249984472,-0.5,0.499989648,25.827808,0.023124386,1429,151.9990809,-10.096986,-661.5596,207.68892,0.40674168,1202.224167,1724.606533,2493.88492,Male,1
-5.56E-06,0.288675135,0.499988877,-0.5,-5.56E-06,3.73E-17,-1.2,-0.250002781,0.249991658,-0.5,0.499994439,72.60219,0.028417466,2220,143.5546875,-12.049426,-663.1496,221.49913,0.47027826,1214.505317,1852.843586,2683.26957,Male,1
-1.42E-17,0.288675135,0.499991073,-0.499991073,0,6.26E-18,-1.200000001,-0.249995536,0.249995536,-0.499991073,0.499991073,31.36458,0.023664147,2903,143.5546875,-10.170162,-503.20276,178.28947,0.36090258,1936.878243,2512.356084,4624.059615,Female,1
-6.95E-18,0.288675134,0.49998471,-0.49998471,0,4.52E-18,-1.200000002,-0.249992355,0.249992355,-0.49998471,0.49998471,16.988552,0.0227928,1715,172.265625,-10.581976,-555.7907,167.70334,0.27656367,1979.85277,2534.514139,4536.608505,Female,1
-1.41E-17,0.288675135,0.499987622,-0.499987622,0,1.10E-17,-1.200000001,-0.249993811,0.249993811,-0.499987622,0.499987622,28.29744,0.026467962,2367,107.6660156,-10.468325,-536.3559,180.55142,0.29745084,1800.818421,2355.998179,4090.218305,Female,1
8.98E-18,0.288675134,0.499986832,-0.499986832,0,2.43E-18,-1.200000002,-0.249993416,0.249993416,-0.499986832,0.499986832,26.424522,0.026380168,2563,99.38401442,-10.843283,-510.8192,165.87581,0.31119618,2149.741562,2570.454436,5021.399414,Female,1
1.59E-19,0.288675134,0.499985126,-0.499985126,0,-1.22E-16,-1.200000002,-0.249992563,0.249992563,-0.499985126,0.499985126,33.38089,0.031512465,2001,103.359375,-9.78272,-456.8076,157.47144,0.28288642,1979.28729,2395.30753,4487.715288,Female,1
-1.25E-05,0.288675135,0.499974945,-0.5,-1.25E-05,1.05E-16,-1.200000002,-0.250006264,0.249981209,-0.5,0.499987472,105.551476,0.05142572,993,184.5703125,-5.4500637,-528.9395,211.43546,0.3506962,853.3252859,1500.086766,1361.146898,Male,1
-1.33E-05,0.288675134,0.499973375,-0.5,-1.33E-05,1.53E-16,-1.200000002,-0.250006656,0.249980031,-0.5,0.499986687,10.918767,0.01705044,1939,99.38401442,-11.416364,-436.01764,127.34764,0.2298374,2251.129813,2659.260563,5178.298868,Female,0
-9.47E-18,0.288675134,0.499979176,-0.499979176,0,7.38E-17,-1.200000004,-0.249989588,0.249989588,-0.499979176,0.499979176,16.980495,0.026593167,1803,123.046875,-9.848438,-409.22665,172.20358,0.25250813,2405.938299,2564.354548,4922.856757,Female,0
-8.90E-18,0.288675134,0.499985767,-0.499985767,0,-9.29E-18,-1.200000002,-0.249992883,0.249992883,-0.499985767,0.499985767,9.796006,0.016699044,2535,117.4538352,-10.380098,-414.88553,120.34828,0.32181787,2473.90317,2794.703113,5726.427692,Female,0
-1.59E-17,0.288675134,0.499981044,-0.499981044,0,-1.43E-17,-1.200000003,-0.249990522,0.249990522,-0.499981044,0.499981044,15.371244,0.024140254,2268,129.1992188,-10.48499,-417.73825,117.538086,0.29034021,2776.685747,2873.557722,6161.394794,Female,0
0,0.288675134,0.499976221,-0.499976221,0,-1.40E-17,-1.200000005,-0.249988111,0.249988111,-0.499976221,0.499976221,12.770775,0.024644498,1792,161.4990234,-9.177879,-405.84753,114.58731,0.28826067,2450.36322,2632.82562,5134.899902,Female,0
-6.72E-06,0.288675135,0.499986553,-0.5,-6.72E-06,4.45E-16,-1.2,-0.250003362,0.249989915,-0.5,0.499993276,135.8946,0.042747814,2773,123.046875,-11.278387,-519.79517,238.3616,0.3714909,1543.003892,1922.906181,3298.783477,Male,1
-3.03E-17,0.288675135,0.499988881,-0.499988881,0,5.20E-16,-1.200000001,-0.249994441,0.249994441,-0.499988881,0.499988881,99.2943,0.04699001,1743,107.6660156,-16.967413,-526.7123,185.9451,0.21973275,1193.960344,1601.259123,2122.366333,Female,0
0,0.288675134,0.499984361,-0.499984361,0,5.08E-17,-1.200000002,-0.24999218,0.24999218,-0.499984361,0.499984361,194.61604,0.078020945,2865,123.046875,-9.935354,-463.53418,194.74306,0.25920296,1815.811328,1953.290191,3318.847656,Female,0
-1.27E-05,0.288675135,0.49997468,-0.5,-1.27E-05,1.35E-16,-1.200000002,-0.25000633,0.24998101,-0.5,0.49998734,152.68005,0.062176403,1553,92.28515625,-13.693055,-527.7278,224.00555,0.26914248,1070.470583,1500.894074,1803.129695,Female,0
-9.47E-19,0.288675134,0.499985187,-0.499985187,0,2.89E-17,-1.200000002,-0.249992594,0.249992594,-0.499985187,0.499985187,80.782555,0.04892037,1361,117.4538352,-14.7732115,-568.93066,202.35245,0.22985631,1556.0709,1986.118219,2842.382813,Female,0
-1.59E-05,0.288675134,0.499968175,-0.5,-1.59E-05,1.88E-17,-1.200000002,-0.250007956,0.249976131,-0.5,0.499984088,198.56483,0.079493985,1227,198.7680288,-12.376168,-578.9576,209.0563,0.27106106,1241.844736,1651.309577,2312.561823,Female,0
1.73E-17,0.288675135,0.499988155,-0.499988155,0,-4.58E-17,-1.200000001,-0.249994078,0.249994078,-0.499988155,0.499988155,54.772137,0.03602108,2460,143.5546875,-8.526412,-425.8744,127.10413,0.25242892,2097.652412,2557.233756,4857.553358,Female,0
-9.97E-18,0.288675134,0.499982463,-0.499982463,0,-4.01E-17,-1.200000003,-0.249991231,0.249991231,-0.499982463,0.499982463,69.70906,0.049446825,1816,99.38401442,-7.851737,-415.57672,168.9979,0.28042716,1921.938851,2244.613124,3963.070679,Female,0
-1.46E-05,0.288675134,0.499970782,-0.5,-1.46E-05,3.13E-17,-1.200000002,-0.250007304,0.249978087,-0.5,0.499985391,225.27269,0.081129014,1825,172.265625,-5.727019,-392.93515,195.82086,0.32569373,1646.173909,2219.114794,3381.194977,Female,0
-1.63E-05,0.288675134,0.499967471,-0.5,-1.63E-05,-1.37E-16,-1.200000003,-0.250008132,0.249975603,-0.5,0.499983736,148.67566,0.06954307,1696,143.5546875,-5.13467,-387.14804,143.2445,0.2959466,1971.990712,2562.085088,4711.358943,Female,0
-6.26E-18,0.288675134,0.499981639,-0.499981639,0,-7.05E-17,-1.200000003,-0.249990819,0.249990819,-0.499981639,0.499981639,225.9399,0.091088735,1495,129.1992188,-5.162549,-401.12845,163.63995,0.2982716,1730.276788,2233.450318,3680.383301,Female,0
-9.50E-06,0.288675135,0.499980999,-0.5,-9.50E-06,1.59E-16,-1.200000001,-0.25000475,0.249985749,-0.5,0.499990499,122.20891,0.048188455,3240,107.6660156,-7.625106,-509.86136,154.00383,0.28736943,1860.847402,2382.505317,4079.705751,Male,0
-1.14E-05,0.288675135,0.499977237,-0.5,-1.14E-05,-4.97E-16,-1.200000001,-0.250005691,0.249982927,-0.5,0.499988618,12.743634,0.017032016,2989,112.3471467,-8.585816,-422.0377,112.82853,0.40619493,2898.326766,2981.266225,6534.325604,Male,0
0,0.288675135,0.499989727,-0.499989727,0,4.32E-17,-1.200000001,-0.249994863,0.249994863,-0.499989727,0.499989727,17.557741,0.018993637,2403,117.4538352,-11.543398,-545.67017,138.72043,0.33589283,2510.390313,2963.288029,5876.882172,Male,1
